Ident,Type,Name,Elevation_ft,Continent,Iso_country,Iso_region,Municipality,Gps_code,Local_code,Coordinates
SWIN,small_airport,Fazenda Itamarati Norte Airport,2188.0,SA,BR,BR-MT,Campo Novo Do Parecis,SWIN,SWIN,"-57.99530029296875, -14.243000030517578"
SWIO,small_airport,Fazenda TriÃ¢ngulo Airport,1562.0,SA,BR,BR-GO,EdÃ©ia,SWIO,SWIO,"-50.141666412353516, -17.621389389038086"
SWIP,small_airport,Ipameri Airport,2729.0,SA,BR,BR-GO,Ipameri,SWIP,SWIP,"-48.16194534301758, -17.68722152709961"
SWIR,heliport,CCN Torre Norte Heliport,128.0,SA,BR,BR-RJ,Rio De Janeiro,SWIR,SWIR,"-43.208333, -22.911944"
SWIU,small_airport,Madeirinha Airport,476.0,SA,BR,BR-MT,AripuanÃ£,SWIU,SWIU,"-61.41749954223633, -9.846388816833496"
SWIV,small_airport,Ãguia Branca do Paru Airport,479.0,SA,BR,BR-PA,Almeirim,SWIV,SWIV,"-53.261390686, -1.26805603504"
SWIW,small_airport,Brigadeiro Eduardo Gomes Airport,1398.0,SA,BR,BR-MT,Nova Mutum,SWIW,SWIW,"-56.038591, -13.821021"
SWIX,small_airport,Fazenda Michelin Airport,1640.0,SA,BR,BR-MT,Itiquira,SWIX,SWIX,"-54.736344, -17.379842"
SWIY,small_airport,Santa Izabel do Morro Airport,647.0,SA,BR,BR-TO,CristalÃ¢ndia,SWIY,SWIY,"-50.66619873046875, -11.57229995727539"
SWJA,small_airport,Fazenda JuÃ­na Airport,1100.0,SA,BR,BR-MT,JuÃ­na,SWJA,SWJA,"-59.087501525878906, -11.642778396606445"
SWJB,small_airport,Fazenda Juba Airport,1667.0,SA,BR,BR-MT,TangarÃ¡ Da Serra,SWJB,SWJB,"-58.128334045410156, -14.744999885559082"
SWJC,small_airport,Jaciara Airport,1198.0,SA,BR,BR-MT,Jaciara,SWJC,SWJC,"-54.96861267089844, -15.971667289733887"
SWJD,small_airport,Fazenda Genipapo Airport,1279.0,SA,BR,BR-GO,SÃ£o Domingos,SWJD,SWJD,"-46.679443359375, -13.452221870422363"
SWJE,small_airport,Fazenda Ibia Airport,2634.0,SA,BR,BR-GO,Baliza,SWJE,SWJE,"-52.328609466552734, -16.396944046020508"
SWJF,small_airport,Fazenda SÃ£o Marcelo Airport,840.0,SA,BR,BR-MT,Juruena,SWJF,SWJF,"-58.49444580078125, -10.233332633972168"
SWJG,small_airport,Fazenda JaraguÃ¡ Airport,1083.0,SA,BR,BR-MT,ArenÃ¡polis,SWJG,SWJG,"-57.43388748168945, -14.483611106872559"
SWJI,small_airport,Ji-ParanÃ¡ Airport,598.0,SA,BR,BR-RO,Ji-ParanÃ¡,SWJI,SWJI,"-61.8465003967, -10.870800018299999"
SWJJ,small_airport,Fazenda Januarinho Airport,755.0,SA,BR,BR-MT,Salto Do CÃ©u,SWJJ,SWJJ,"-57.50055694580078, -15.050277709960938"
SWJK,small_airport,Fazenda SÃ£o Paulo Airport,984.0,SA,BR,BR-GO,BritÃ¢nia,SWJK,SWJK,"-51.33555603027344, -14.976388931274414"
SWJL,small_airport,Fazenda Invernada Airport,1345.0,SA,BR,BR-GO,ItajÃ¡,SWJL,SWJL,"-51.25944519042969, -19.04111099243164"
SWJM,small_airport,Fazenda Bom Jesus Airport,2067.0,SA,BR,BR-TO,Novo Alegre,SWJM,SWJM,"-46.565277099609375, -12.966388702392578"
SWJN,small_airport,JuÃ­na Airport,1083.0,SA,BR,BR-MT,JuÃ­na,SWJN,SWJN,"-58.701668, -11.419444"
SWJO,closed,Fazenda SÃ£o Paulo - Retiro Santa Maria Airport,984.0,SA,BR,BR-GO,BritÃ¢nia,SWJO,SWJO,"-51.254444, -15.14"
SWJP,small_airport,Bittencourt Airport,257.0,SA,BR,BR-AM,JapurÃ¡,SWJP,SWJP,"-69.42379760742188, -1.4039299488067627"
SWJQ,small_airport,Fazenda Colibri Airport,1391.0,SA,BR,BR-MS,SelvÃ­ria,SWJQ,SWJQ,"-51.84583282470703, -20.226943969726562"
SWJR,small_airport,Fazenda UniÃ£o Airport,1180.0,SA,BR,BR-MT,Santa Carmen,SWJR,SWJR,"-54.51555633544922, -11.948888778686523"
SWJS,small_airport,Fazenda Samambaia Airport,692.0,SA,BR,BR-GO,Jussara,SWJS,SWJS,"-51.26944351196289, -15.48611068725586"
SWJT,small_airport,JoatÃ£o do Colorado Airport,1165.0,SA,BR,BR-MT,SÃ£o FÃ©lix do Araguaia,SWJT,SWJT,"-52.620184, -11.493914"
SWJU,small_airport,Juruena Airport,525.0,SA,BR,BR-MT,Juruena,SWJU,SWJU,"-58.489444732666016, -10.305832862854004"
SWJV,small_airport,Palmeiras do Javari Airport,394.0,SA,BR,BR-AM,Atalaia Do Norte,SWJV,SWJV,"-72.80999755859375, -5.127240180969238"
SWJW,small_airport,JataÃ­ Airport,2529.0,SA,BR,BR-GO,JataÃ­,SWJW,SWJW,"-51.7729988098, -17.8299007416"
SWJX,small_airport,Fazenda das Perobas Airport,2762.0,SA,BR,BR-MG,Prudente De Morais,SWJX,SWJX,"-44.1577796936, -19.502222061199998"
SWJY,small_airport,Fazenda Campo Alegre III Airport,2625.0,SA,BR,BR-MT,Alto GarÃ§as,SWJY,SWJY,"-53.73444366455078, -16.844722747802734"
SWJZ,small_airport,Fazenda Morro Vermelho Airport,1654.0,SA,BR,BR-MT,Juscimeira,SWJZ,SWJZ,"-54.53388977050781, -15.981389045715332"
SWKA,small_airport,Fazenda CanadÃ¡ Airport,951.0,SA,BR,BR-GO,Jussara,SWKA,SWKA,"-51.25722122192383, -15.595277786254883"
SWKB,small_airport,Fazenda Campina Airport,699.0,SA,BR,BR-AM,Boca Do Acre,SWKB,SWKB,"-67.44583129882812, -9.142499923706055"
SWKC,small_airport,CÃ¡ceres Airport,492.0,SA,BR,BR-MT,CÃ¡ceres,SWKC,SWKC,"-57.62990188598633, -16.04360008239746"
SWKE,small_airport,Cobrape Airport,656.0,SA,BR,BR-TO,Formoso Do Araguaia,SWKE,SWKE,"-49.84222, -11.50861"
SWKG,small_airport,Fazenda Ãgua Limpa Airport,1623.0,SA,BR,BR-MT,Nova UbiratÃ£,SWKG,SWKG,"-54.75194549560547, -13.407221794128418"
SWKH,small_airport,Fazenda Floresta Airport,2050.0,SA,BR,BR-MT,Campo Verde,SWKH,SWKH,"-55.13277816772461, -15.221111297607422"
SWKJ,small_airport,Fazenda Mutum Airport,1821.0,SA,BR,BR-MT,Dom Aquino,SWKJ,SWKJ,"-54.608333587646484, -15.398056030273438"
SWKK,closed,Old Cacoal Airport,640.0,SA,BR,BR-RO,Cacoal,SWKK,SWKK,"-61.48, -11.43"
SWKL,small_airport,Fazenda Primavera do Terebinto Airport,590.0,SA,BR,BR-RO,Alto Alegre Dos Parecis,SWKL,SWKL,"-61.99611282348633, -12.557778358459473"
SWKM,small_airport,Aero AgrÃ­cola Rondon Airport,1390.0,SA,BR,BR-MT,TangarÃ¡ Da Serra,SWKM,SWKM,"-57.50416564941406, -14.644166946411133"
SWKO,small_airport,Coari Airport,131.0,SA,BR,BR-AM,Coari,SWKO,SWKO,"-63.132598876953125, -4.134059906005859"
SWKP,small_airport,ChÃ¡cara Veneza Airport,866.0,SA,BR,BR-MT,Pontes E Lacerda,SWKP,SWKP,"-59.2852783203125, -15.242500305175781"
SWKQ,small_airport,Serra da Capivara Airport,1362.0,SA,BR,BR-PI,SÃ£o Raimundo Nonato,SWKQ,SWKQ,"-42.644444, -9.082778"
SWKR,small_airport,Fazenda Mangue Che II Airport,1752.0,SA,BR,BR-GO,ItarumÃ£,SWKR,SWKR,"-51.585277557400005, -18.670000076300003"
SWKS,heliport,Fornagieri Heliport,1017.0,SA,BR,BR-PR,SÃ£o Carlos do IvaÃ­,SWKS,SWKS,"-52.511049, -23.311762"
SWKT,small_airport,CatalÃ£o Airport,2612.0,SA,BR,BR-GO,CatalÃ£o,SWKT,SWKT,"-47.89970016479492, -18.216800689697266"
SWKU,small_airport,CucuÃ­ Airport,274.0,SA,BR,BR-AM,SÃ£o Gabriel Da Cachoeira,SWKU,SWKU,"-66.841796875, 1.120609998703003"
SWKV,small_airport,Fazenda Beira Rio Airport,1096.0,SA,BR,BR-MT,ItaÃºba,SWKV,SWKV,"-55.858333587646484, -10.900833129882812"
SWKX,small_airport,CorixÃ¡ Airport,394.0,SA,BR,BR-MT,CÃ¡ceres,SWKX,SWKX,"-58.31719970703125, -16.38360023498535"
SWKY,small_airport,Fazenda Recanto da Cachoeira Airport,3064.0,SA,BR,BR-SP,Cristais Paulista,SWKY,SWKY,"-47.47305679321289, -20.3397216796875"
SWKZ,small_airport,Fazenda Cerejal Airport,984.0,SA,BR,BR-MT,Brasnorte,SWKZ,SWKZ,"-58.25944519042969, -11.717499732971191"
SWLA,small_airport,Fazenda AmÃ¡lia Airport,1030.0,SA,BR,BR-MT,JuÃ­na,SWLA,SWLA,"-58.63166809082031, -11.884721755981445"
SWLB,small_airport,LÃ¡brea Airport,190.0,SA,BR,BR-AM,LÃ¡brea,SWLB,SWLB,"-64.76950073242188, -7.278969764709473"
SWLC,small_airport,General Leite de Castro Airport,2464.0,SA,BR,BR-GO,Rio Verde,SWLC,SWLC,"-50.956111907958984, -17.8347225189209"
SWLD,small_airport,Porto Cajueiro Airport,2510.0,SA,BR,BR-MG,JanuÃ¡ria,SWLD,SWLD,"-45.338569, -14.88405"
SWLE,closed,Pontes e Lacerda Airport,1148.0,SA,BR,BR-MT,Pontes E Lacerda,SWLE,SWLE,"-59.34111, -15.231111"
SWLF,small_airport,Fazenda Dona Laura Airport,725.0,SA,BR,BR-MT,SÃ£o JosÃ© Dos Quatro Marcos,SWLF,SWLF,"-58.20888900756836, -15.620278358459473"
SWLG,small_airport,Recanto Airport,1335.0,SA,BR,BR-MT,RibeirÃ£o Cascalheira,SWLG,SWLG,"-51.905556, -12.999444"
SWLI,small_airport,Fazenda Liberdade Airport,361.0,SA,BR,BR-MT,BarÃ£o De MelgaÃ§o,SWLI,SWLI,"-56.46611022949219, -17.008056640625"
SWLK,small_airport,Fazenda ConceiÃ§Ã£o Airport,1164.0,SA,BR,BR-MT,Juara,SWLK,SWLK,"-58.21527862548828, -11.00027847290039"
SWLM,small_airport,Fazenda Excalibur Airport,971.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWLM,SWLM,"-60.3663902283, -15.2944440842"
SWLN,small_airport,Fazenda Franciosi Airport,1690.0,SA,BR,BR-MT,Sapezal,SWLN,SWLN,"-58.471792, -13.417998"
SWLO,heliport,Hospital SÃ£o JosÃ© Heliport,197.0,SA,BR,BR-SC,JaraguÃ¡ Do Sul,SWLO,SWLO,"-49.0838890076, -26.488056182900003"
SWLP,small_airport,Fazenda Rosa - Paralelo 10 Airport,535.0,SA,BR,BR-MT,AripuanÃ£,SWLP,SWLP,"-61.22972106933594, -9.968610763549805"
SWLQ,small_airport,Fazenda Mata Velha Airport,384.0,SA,BR,BR-AM,ManicorÃ©,SWLQ,SWLQ,"-61.562748, -7.908888"
SWLR,small_airport,Fazenda Miura Airport,820.0,SA,BR,BR-MT,Pontes E Lacerda,SWLR,SWLR,"-59.657222747802734, -15.440555572509766"
SWLT,small_airport,Fazenda Tatiana Airport,1197.0,SA,BR,BR-MT,MarcelÃ¢ndia,SWLT,SWLT,"-54.16722106933594, -10.433889389038086"
SWLV,small_airport,Santo AntÃ´nio do Lerverger Airport,544.0,SA,BR,BR-MT,Santo AntÃ´nio Do Leverger,SWLV,SWLV,"-56.087398529052734, -15.853400230407715"
SWLW,heliport,Grupo TÃ¡tico AÃ©reo Heliport,89.0,SA,BR,BR-MA,SÃ£o LuÃ­s,SWLW,SWLW,"-44.279444, -2.496389"
SWLY,small_airport,ChÃ¡cara MCL Airport,1345.0,SA,BR,BR-SP,Andradina,SWLY,SWLY,"-51.356143, -20.880883"
SWMA,small_airport,Aero AgrÃ­cola Fulanete Airport,2828.0,SA,BR,BR-BA,Barreiras,SWMA,SWMA,"-46.266666412353516, -11.833610534667969"
SWMB,small_airport,Fazenda Marimbondo Airport,2165.0,SA,BR,BR-GO,Goiatuba,SWMB,SWMB,"-49.58833312988281, -17.977222442626953"
SWMC,small_airport,CapÃ£o da Cruz Airport,1936.0,SA,BR,BR-SP,LuÃ­s AntÃ´nio,SWMC,SWMC,"-47.887779235839844, -21.458332061767578"
SWMD,heliport,Francisca Mendes Heliport,371.0,SA,BR,BR-AM,Manaus,SWMD,SWMD,"-59.964081, -3.032591"
SWME,small_airport,Mineiros Airport,2707.0,SA,BR,BR-GO,Mineiros,SWME,SWME,"-52.55670166015625, -17.55139923095703"
SWMG,small_airport,Fazenda CaraÃ­bas Airport,1637.0,SA,BR,BR-GO,Monte Alegre De GoiÃ¡s,SWMG,SWMG,"-46.775001525878906, -13.3855562210083"
SWMH,small_airport,Fazenda Bom Pastor Airport,895.0,SA,BR,BR-GO,ItapirapuÃ£,SWMH,SWMH,"-51.01777648925781, -15.542222023010254"
SWMJ,small_airport,Pousada XaraÃ©s Airport,318.0,SA,BR,BR-MS,CorumbÃ¡,SWMJ,SWMJ,"-56.959999084472656, -19.495832443237305"
SWMK,small_airport,MaturacÃ¡ Airport,354.0,SA,BR,BR-AM,SÃ£o Gabriel Da Cachoeira,SWMK,SWMK,"-66.11509704589844, 0.6282690167427063"
SWML,small_airport,Monte Alegre de GoiÃ¡s Airport,1821.0,SA,BR,BR-GO,Monte Alegre De GoiÃ¡s,SWML,SWML,"-46.87138748168945, -13.24972152709961"
SWMM,small_airport,Buritizal Agropastoril Ltda Airport,432.0,SA,BR,BR-MT,AripuanÃ£,SWMM,SWMM,"-60.67499923706055, -9.300277709960938"
SWMN,small_airport,Fazenda Forquilha Airport,1076.0,SA,BR,BR-GO,MatrinchÃ£,SWMN,SWMN,"-50.836666107177734, -15.216388702392578"
SWMO,small_airport,Fazenda Maria JosÃ© Airport,1716.0,SA,BR,BR-MT,Itiquira,SWMO,SWMO,"-54.74222183227539, -17.452777862548828"
SWMQ,small_airport,Fazenda MuiraquitÃ£ Airport,367.0,SA,BR,BR-MT,AripuanÃ£,SWMQ,SWMQ,"-60.55055618286133, -10.416943550109863"
SWMR,small_airport,Morro Redondo Airport,2067.0,SA,BR,BR-GO,Morro Redondo,SWMR,SWMR,"-48.08388900756836, -14.250555992126465"
SWMT,small_airport,Fazenda Centro da Mata Airport,1214.0,SA,BR,BR-MT,Nova UbiratÃ£,SWMT,SWMT,"-54.82777786254883, -12.657777786254883"
SWMU,small_airport,Surumu Airport,1640.0,SA,BR,BR-RR,Pacaraima,SWMU,SWMU,"-60.7005996704, 4.31639003754"
SWMV,small_airport,Paa-Piu Airport,984.0,SA,BR,BR-RR,MucajaÃ­,SWMV,SWMV,"-62.950599670410156, 2.7269399166107178"
SWMW,small_airport,MauÃ©s Airport,69.0,SA,BR,BR-AM,MauÃ©s,SWMW,SWMW,"-57.7248, -3.37217"
SWMX,small_airport,Morrinhos Airport,2789.0,SA,BR,BR-GO,Morrinhos,SWMX,SWMX,"-49.122100830099996, -17.7614994049"
SWMY,small_airport,Porto Fluvial SuiÃ¡ Missu Airport,623.0,SA,BR,BR-MT,Barra Do GarÃ§as,SWMY,SWMY,"-50.700557708740234, -11.566944122314453"
SWMZ,small_airport,EstÃ¢ncia Aeronaldo Airport,1000.0,SA,BR,BR-MT,RondonÃ³polis,SWMZ,SWMZ,"-54.701942443847656, -16.442777633666992"
SWNA,small_airport,Novo AripuanÃ£ Airport,118.0,SA,BR,BR-AM,Novo AripuanÃ£,SWNA,SWNA,"-60.364898681640625, -5.118030071258545"
SWNB,small_airport,Nobres Airport,722.0,SA,BR,BR-MT,Nobres,SWNB,SWNB,"-56.33833312988281, -14.707221984863281"
SWNC,small_airport,Fazenda Vale do Juruena Airport,673.0,SA,BR,BR-MT,Nova Bandeirantes,SWNC,SWNC,"-58.229372, -9.400047"
SWND,heliport,TamborÃ© S/A Heliport,2444.0,SA,BR,BR-SP,Barueri,SWND,SWND,"-46.825832366899995, -23.509721756"
SWNE,small_airport,Nelson Saldanha Airport,10.0,SA,BR,BR-BA,Nova ViÃ§osa,SWNE,SWNE,"-39.367075, -17.884849"
SWNF,small_airport,AgropecuÃ¡ria Tratex Airport,1033.0,SA,BR,BR-MT,Colider,SWNF,SWNF,"-55.566101, -10.893154"
SWNG,small_airport,Fazenda Nossa Senhora das GraÃ§as Airport,1279.0,SA,BR,BR-MT,Sorriso,SWNG,SWNG,"-55.834751, -12.896987"
SWNH,small_airport,AruanÃ£ Airport,820.0,SA,BR,BR-GO,AruanÃ£,SWNH,SWNH,"-51.048099517822266, -14.932499885559082"
SWNI,small_airport,Nova Vida Airport,410.0,SA,BR,BR-RO,Ariquemes,SWNI,SWNI,"-62.825557708740234, -10.178055763244629"
SWNJ,small_airport,Fazenda ItaquerÃª Airport,1749.0,SA,BR,BR-MT,Novo SÃ£o Joaquim,SWNJ,SWNJ,"-53.491668701171875, -15.12833309173584"
SWNK,small_airport,Novo Campo Airport,394.0,SA,BR,BR-AM,Boca do Acre,SWNK,SWNK,"-67.312401, -8.83456"
SWNL,small_airport,Fazenda AraÃ§atuba Airport,493.0,SA,BR,BR-MT,Lambari D`Oeste,SWNL,SWNL,"-57.70750045776367, -15.19083309173584"
SWNM,small_airport,NormÃ¢ndia Airport,282.0,SA,BR,BR-RR,NormÃ¢ndia,SWNM,SWNM,"-59.6171989440918, 3.8663899898529053"
SWNN,small_airport,Novo Intento Airport,282.0,SA,BR,BR-RR,CantÃ¡,SWNN,SWNN,"-60.616668701171875, 2.7799999713897705"
SWNO,small_airport,Nova Olinda do Norte Airport,121.0,SA,BR,BR-AM,Nova Olinda Do Norte,SWNO,SWNO,"-59.07833480834961, -3.8877780437469482"
SWNP,closed,Novo Paraiso Airport,213.0,SA,BR,BR-RR,Novo Paraiso,SWNP,SWNP,"-60.48630142211914, 1.2381900548934937"
SWNQ,small_airport,NiquelÃ¢ndia Airport,2756.0,SA,BR,BR-GO,NiquelÃ¢ndia,SWNQ,SWNQ,"-48.49150085449219, -14.434900283813477"
SWNR,small_airport,NortelÃ¢ndia Airport,1460.0,SA,BR,BR-MT,NortelÃ¢ndia,SWNR,SWNR,"-56.7672233581543, -14.483611106872559"
SWNS,small_airport,AnÃ¡polis Airport,3648.0,SA,BR,BR-GO,AnÃ¡polis,SWNS,SWNS,"-48.9271011353, -16.3623008728"
SWNT,small_airport,Fazenda Santo AntÃ´nio Airport,1493.0,SA,BR,BR-GO,CaÃ§u,SWNT,SWNT,"-50.79861068725586, -18.96500015258789"
SWNU,closed,Nova Mutum Airport,1519.0,SA,BR,BR-MT,Nova Mutum,SWNU,SWNU,"-56.1, -13.82"
SWNV,small_airport,AerÃ³dromo Nacional de AviaÃ§Ã£o,2707.0,SA,BR,BR-GO,GoiÃ¢nia,SWNV,SWNV,"-49.3493, -16.625401"
SWNW,small_airport,Fazenda Tuiuiu Airport,1525.0,SA,BR,BR-MT,Nobres,SWNW,SWNW,"-55.45500183105469, -13.799444198608398"
SWNX,small_airport,Fazenda IndependÃªncia Airport,1650.0,SA,BR,BR-MT,Santo AntÃ´nio Do Leste,SWNX,SWNX,"-53.5011100769043, -14.868056297302246"
SWNY,heliport,Fazenda CanaÃ£ Heliport,1982.0,SA,BR,BR-SP,LuÃ­s AntÃ´nio,SWNY,SWNY,"-47.68583297729492, -21.53472137451172"
SWNZ,heliport,Number One Heliport,3753.0,SA,BR,BR-DF,BrasÃ­lia,SWNZ,SWNZ,"-47.88750076293945, -15.789167404174805"
SWOA,small_airport,Arnapar Airport,2625.0,SA,BR,BR-GO,Goianira,SWOA,SWOA,"-49.398887634277344, -16.539443969726562"
SWOB,small_airport,Fonte Boa Airport,207.0,SA,BR,BR-AM,Fonte Boa,SWOB,SWOB,"-66.0831985474, -2.5326099395800004"
SWOC,small_airport,Fazenda SÃ£o Bento do BocajÃ¡ Airport,443.0,SA,BR,BR-MS,Caracol,SWOC,SWOC,"-57.364723205566406, -22.025278091430664"
SWOE,small_airport,Fazenda Duas Lagoas Airport,688.0,SA,BR,BR-MT,CÃ¡ceres,SWOE,SWOE,"-58.185139, -16.165826"
SWOF,small_airport,Ouro Fino Airport,282.0,SA,BR,BR-RR,Boa Vista,SWOF,SWOF,"-60.720001220703125, 2.9380600452423096"
SWOG,small_airport,Fazenda Itaipu Airport,1470.0,SA,BR,BR-MT,SÃ£o JosÃ© Do Rio Claro,SWOG,SWOG,"-56.96111, -13.7525"
SWOH,heliport,Hospital Municipal Dr. Fernando Pereira Da Silva Heliport,10.0,SA,BR,BR-RJ,MacaÃ©,SWOH,SWOH,"-41.805833, -22.356111"
SWOI,small_airport,Fazenda Juara Airport,1200.0,SA,BR,BR-MT,Juara,SWOI,SWOI,"-57.56611251831055, -11.816944122314453"
SWOJ,small_airport,Fazenda Nova Alvorada Airport,1092.0,SA,BR,BR-MT,Brasnorte,SWOJ,SWOJ,"-58.26972198486328, -11.573332786560059"
SWOK,small_airport,Fazenda Pontal Airport,2164.0,SA,BR,BR-MT,Itiquira,SWOK,SWOK,"-53.93555450439453, -17.30555534362793"
SWOL,small_airport,Fazenda Roncador Airport,1351.0,SA,BR,BR-MT,Barra Do GarÃ§as,SWOL,SWOL,"-52.400001525878906, -15.096111297607422"
SWOM,small_airport,Fazenda Salto Bello II Airport,1889.0,SA,BR,BR-MT,Novo SÃ£o Joaquim,SWOM,SWOM,"-53.48805618286133, -14.961111068725586"
SWON,small_airport,Clube de AviaÃ§Ã£o CÃ©u Azul Airport,16.0,SA,BR,BR-SC,Araquari,SWON,SWON,"-48.696048, -26.561531"
SWOO,small_airport,Fazenda TrÃªs Marias do Ãgua Limpa Airport,1050.0,SA,BR,BR-GO,BritÃ¢nia,SWOO,SWOO,"-51.39277648925781, -15.071389198303223"
SWOP,small_airport,Fazenda AgropecuÃ¡ria Embu Airport,1188.0,SA,BR,BR-MT,Nova Monte Verde,SWOP,SWOP,"-57.62444305419922, -9.787500381469727"
SWOQ,closed,Fazenda Surucucu Airport,3148.0,SA,BR,BR-GO,LuziÃ¢nia,SWOQ,SWOQ,"-47.991669, -16.743335"
SWOR,small_airport,Fazenda Colorado Airport,896.0,SA,BR,BR-GO,BritÃ¢nia,SWOR,SWOR,"-51.223331451416016, -15.450833320617676"
SWOS,small_airport,Fazenda TapajÃ³s Airport,2289.0,SA,BR,BR-GO,GoianÃ©sia,SWOS,SWOS,"-48.953056, -15.171944"
SWOT,small_airport,Fazenda Planorte Airport,2106.0,SA,BR,BR-MT,Sapezal,SWOT,SWOT,"-58.895278, -13.943333"
SWOU,heliport,Rede Globo 2 Heliport,2576.0,SA,BR,BR-SP,SÃ£o Paulo,SWOU,SWOU,"-46.698333740234375, -23.614999771118164"
SWOV,small_airport,Retiro Arrombadinho Airport,423.0,SA,BR,BR-MT,Itiquira,SWOV,SWOV,"-55.40805435180664, -17.50749969482422"
SWOW,small_airport,Moura Airport,43.0,SA,BR,BR-AM,Moura,SWOW,SWOW,"-61.61722183227539, -1.4669439792633057"
SWOX,small_airport,EstÃ¢ncia Barbosa Airport,619.0,SA,BR,BR-MT,Nossa Senhora Do Livramento,SWOX,SWOX,"-56.49555587768555, -15.765556335449219"
SWOY,small_airport,Fazenda Duas Barras Airport,1239.0,SA,BR,BR-MT,Pontal Do Araguaia,SWOY,SWOY,"-52.81222152709961, -16.025278091430664"
SWOZ,small_airport,Fazenda Santo AntÃ´nio Airport,2164.0,SA,BR,BR-MT,Campo Verde,SWOZ,SWOZ,"-54.899166107177734, -15.310556411743164"
SWPA,small_airport,Pedro Afonso Airport,630.0,SA,BR,BR-TO,Pedro Afonso,SWPA,SWPA,"-48.155375, -8.997618"
SWPB,small_airport,Forte PrÃ­ncipe da Beira Airport,591.0,SA,BR,BR-RO,Costa Marques,SWPB,SWPB,"-64.41889190673828, -12.418610572814941"
SWPC,small_airport,ParÃ­ Cachoeira Airport,377.0,SA,BR,BR-AM,SÃ£o Gabriel Da Cachoeira,SWPC,SWPC,"-69.7955551147461, 0.2630560100078583"
SWPD,small_airport,Pouso da Ãguia Airport,282.0,SA,BR,BR-RR,CantÃ¡,SWPD,SWPD,"-60.58777618408203, 2.7836110591888428"
SWPE,small_airport,Fazenda Lagoa da Mata Airport,866.0,SA,BR,BR-MT,Carlinda,SWPE,SWPE,"-55.595001220703125, -10.136388778686523"
SWPG,small_airport,Porto dos GaÃºchos Airport,1312.0,SA,BR,BR-MT,Porto Dos GaÃºchos,SWPG,SWPG,"-57.3782, -11.5404"
SWPH,small_airport,Fazenda Paulo Abreu Airport,978.0,SA,BR,BR-MT,Barra Do GarÃ§as,SWPH,SWPH,"-52.130001068115234, -15.22611141204834"
SWPI,small_airport,Parintins Airport,87.0,SA,BR,BR-AM,Parintins,SWPI,SWPI,"-56.777198791503906, -2.6730198860168457"
SWPJ,small_airport,Fazenda SÃ£o Caetano Airport,1587.0,SA,BR,BR-MT,Pontal Do Araguaia,SWPJ,SWPJ,"-53.0344429016, -16.0341663361"
SWPK,small_airport,PoconÃ© Airport,591.0,SA,BR,BR-MT,PoconÃ©,SWPK,SWPK,"-56.65083312988281, -16.272777557373047"
SWPL,small_airport,Posto Leonardo Vilas Boas Airport,1083.0,SA,BR,BR-MT,Chapada Dos GuimarÃ£es,SWPL,SWPL,"-53.38166809082031, -12.198332786560059"
SWPM,small_airport,Pimenta Bueno Airport,682.0,SA,BR,BR-RO,Pimenta Bueno,SWPM,SWPM,"-61.179100036621094, -11.641599655151367"
SWPN,small_airport,ParanÃ£ Airport,886.0,SA,BR,BR-TO,ParanÃ£,SWPN,SWPN,"-47.847759, -12.627595"
SWPO,small_airport,Fazenda Porta do AmazÃ´nia Airport,787.0,SA,BR,BR-MT,Santa Terezinha,SWPO,SWPO,"-51.241390228271484, -10.265277862548828"
SWPP,small_airport,Fazenda Pica-Pau Airport,1001.0,SA,BR,BR-GO,MozarlÃ¢ndia,SWPP,SWPP,"-50.665000915527344, -14.753055572509766"
SWPQ,small_airport,Fazenda Piraguassu Airport,705.0,SA,BR,BR-MT,Porto Alegre Do Norte,SWPQ,SWPQ,"-51.685001373291, -10.861110687256"
SWPR,small_airport,Pires do Rio Airport,2428.0,SA,BR,BR-GO,Pires Do Rio,SWPR,SWPR,"-48.334800720214844, -17.31909942626953"
SWPS,small_airport,Porto SÃ£o SebastiÃ£o Airport,1106.0,SA,BR,BR-MT,Diamantino,SWPS,SWPS,"-56.18388748168945, -12.966943740844727"
SWPT,small_airport,Fazenda Piratinga Airport,1706.0,SA,BR,BR-MT,Sinop,SWPT,SWPT,"-55.013332366899995, -13.617221832299998"
SWPV,small_airport,Planaltina Airport,3806.0,SA,BR,BR-DF,BrasÃ­lia,SWPV,SWPV,"-47.544167, -15.678889"
SWPW,small_airport,Pouso da GarÃ§a Airport,377.0,SA,BR,BR-MT,BarÃ£o De MelgaÃ§o,SWPW,SWPW,"-56.41722106933594, -16.967222213745117"
SWPY,small_airport,Primavera do Leste Airport,2149.0,SA,BR,BR-MT,Primavera Do Leste,SWPY,SWPY,"-54.33777618408203, -15.565555572509766"
SWPZ,small_airport,OriÃ§anga de Abreu Airport,2713.0,SA,BR,BR-GO,Posse,SWPZ,SWPZ,"-46.345401763916016, -14.1181001663208"
SWQB,heliport,Hahn Heliport,2838.0,SA,BR,BR-SP,Piracaia,SWQB,SWQB,"-46.3916664124, -22.9772224426"
SWQC,small_airport,Fazenda SÃ£o Francisco Airport,3123.0,SA,BR,BR-GO,Rio Verde,SWQC,SWQC,"-51.597187, -17.500746"
